,userId,movieId,rating,timestamp
13,210,40,3,891035994
15,303,785,3,879485318
18,291,1042,4,874834944
23,291,118,2,874833878
38,276,796,1,874791932
39,7,32,4,891350932
40,10,16,4,877888877
43,276,564,3,874791805
47,249,241,5,879641194
54,59,196,5,888205088
59,292,515,4,881103977
70,189,512,4,893277702
83,276,54,3,874791025
84,291,144,5,874835091
86,267,518,5,878971773
94,145,275,2,885557505
101,90,382,5,891383835
115,90,648,4,891384754
120,94,789,4,891720887
124,264,200,5,886122352
136,59,23,5,888205300
139,7,479,4,891352010
158,10,486,4,877886846
161,303,919,4,879467295
162,213,273,5,878870987
164,90,98,5,891383204
187,7,455,4,891353086
191,213,172,5,878955442
192,276,322,3,874786392
193,94,1217,3,891723086
202,1,61,4,878542420
209,292,174,5,881105481
223,90,347,4,891383319
229,151,10,5,879524921
233,303,69,5,879467542
234,16,944,1,877727122
236,276,1091,3,874793035
246,303,842,2,879484804
260,303,815,3,879485532
262,295,218,5,879966498
266,233,202,5,879394264
279,7,382,4,891352093
280,264,813,4,886122952
285,59,468,3,888205855
289,292,11,5,881104093
292,189,520,5,893265380
305,1,189,3,888732928
306,145,237,5,875270570
309,296,705,5,884197193
313,16,64,5,877720297
317,296,508,5,884196584
322,16,705,5,877722736
323,270,452,4,876956264
324,145,15,2,875270655
333,1,33,4,878542699
334,1,160,4,875072547
337,94,343,4,891725009
347,303,134,5,879467959
352,276,2,4,874792436
355,267,410,4,878970785
360,90,1086,4,891384424
366,59,951,3,888206409
368,16,197,5,877726146
384,94,1224,3,891722802
386,10,175,3,877888677
398,94,265,4,891721889
402,296,20,5,884196921
409,7,163,4,891353444
423,151,197,5,879528710
427,249,188,4,879641067
435,213,173,5,878955442
438,59,715,5,888205921
443,213,515,4,878870518
448,291,80,4,875086354
460,213,176,4,878956338
466,295,194,4,879517412
477,189,1060,5,893264301
478,1,20,4,887431883
479,303,404,4,879468375
486,303,252,3,879544791
490,7,430,3,891352178
500,189,526,4,893266205
502,264,294,3,886121516
518,303,200,4,879468459
525,94,184,2,891720862
529,94,720,1,891723593
534,151,176,2,879524293
537,276,922,4,889174849
538,276,57,3,874787526
543,264,721,5,886123656
544,10,611,5,877886722
546,276,142,3,874792945
557,90,900,4,891382309
562,90,289,3,891382310
573,90,259,2,891382392
575,59,742,3,888203053
576,94,744,4,891721462
582,276,40,3,874791871
602,295,961,5,879519556
606,10,7,4,877892210
617,118,200,5,875384647
621,10,100,5,877891747
626,276,70,4,874790826
628,189,56,5,893265263
631,276,417,4,874792907
639,1,202,5,875072442
647,7,497,4,891352134
657,264,655,4,886123530
