,userId,movieId,rating,timestamp
8,305,451,3,886324817
22,299,144,4,877881320
45,246,201,5,884921594
61,20,288,1,879667584
64,246,919,4,884920949
73,246,416,3,884923047
81,299,229,3,878192429
93,279,154,5,875296291
110,198,498,3,884207492
118,279,832,3,881375854
131,82,135,3,878769629
132,262,1147,4,879791710
143,82,1134,2,884714402
147,305,427,5,886323090
150,299,955,4,889502823
154,299,111,3,877878184
171,268,231,4,875744136
172,5,2,3,875636053
173,305,117,2,886324028
176,279,1336,1,875298353
180,279,1240,1,892174404
183,268,1035,2,875542174
208,207,476,2,884386343
215,305,471,4,886323648
217,161,202,5,891170769
228,299,14,4,877877775
237,305,214,2,886323068
248,207,591,3,876018608
255,279,68,4,875307407
258,299,1018,3,889502324
263,268,930,2,875742942
264,268,2,2,875744173
271,268,145,1,875744501
291,275,98,4,875155140
300,279,501,3,875308843
307,23,385,4,874786462
316,77,484,5,884733766
339,23,323,2,874784266
343,82,183,3,878769848
373,275,597,3,876197678
376,207,258,4,877879172
379,207,1115,2,879664906
380,299,577,3,889503806
382,305,425,4,886324486
399,268,62,3,875310824
411,275,405,2,876197645
416,236,71,3,890116671
420,279,1181,4,875314001
433,268,436,3,875310745
439,5,17,4,875636198
444,23,196,2,874786926
480,299,305,3,879737314
501,299,303,3,877618584
511,246,94,2,884923505
550,268,824,2,876518557
552,198,58,3,884208173
564,305,71,3,886323684
570,279,1497,2,890780576
580,82,508,2,884714249
609,82,717,1,884714492
610,279,399,4,875313859
624,246,561,1,884923445
658,207,13,3,875506839
660,246,409,2,884923372
669,246,665,4,884922831
673,5,439,1,878844423
674,236,632,3,890116254
679,5,225,2,875635723
686,299,134,4,878192311
699,279,586,4,892864663
709,268,147,4,876514002
713,268,217,2,875744501
728,262,931,2,879790874
739,82,597,3,878768882
755,77,518,4,884753202
757,268,21,3,875742822
758,262,28,3,879792220
761,236,57,5,890116575
770,77,172,3,884752562
781,77,474,5,884732407
793,207,318,5,877124871
822,299,387,2,889502756
831,268,955,3,875745160
835,207,845,3,881681663
836,161,48,1,891170745
837,305,654,4,886323937
867,279,122,1,875297433
893,305,512,4,886323525
896,279,1428,3,888465209
905,20,208,2,879669401
916,275,186,3,880314383
918,268,583,4,876513830
922,5,110,1,875636493
938,82,56,3,878769410
939,161,318,3,891170824
942,82,477,3,876311344
946,279,741,5,875296891
960,279,982,3,875298314
976,198,258,4,884204501
990,279,725,4,875314144
1003,198,234,3,884207833
1010,275,418,3,875154718
1025,275,265,4,880314031
1034,275,1091,2,875154535
1036,198,118,2,884206513
1051,207,68,2,877125350
1062,207,107,3,876198301
1077,207,58,3,875991047
1094,5,454,1,875721432
1102,153,174,1,881371140
1105,268,298,3,875742647
1106,207,554,2,877822854
1109,279,168,5,875296435
1144,82,756,1,878768741
1152,207,65,3,878104594
1153,198,658,3,884208173
1164,299,847,4,877877649
1174,202,283,3,879727153
1185,262,617,3,879793715
1190,262,174,3,879791948
1204,268,386,2,875743978
1212,82,194,4,878770027
1220,23,258,5,876785704
1225,246,721,4,884921794
1231,262,64,5,879793022
1240,161,168,1,891171174
1270,262,223,3,879791816
1291,305,483,5,886323068
1306,268,790,2,876513785
1309,268,580,3,875309344
1311,279,89,4,875306910
1312,5,424,1,875635807
1320,23,463,4,874785843
1323,299,1047,2,877880041
1333,5,1,4,875635748
1342,279,1162,3,875314334
1356,299,240,2,877878414
1358,305,79,3,886324276
1360,82,343,1,884713755
1362,207,25,4,876079113
1371,77,91,3,884752924
1381,279,96,4,875310606
1393,207,1350,2,877878772
1395,5,363,3,875635225
1414,268,1041,1,875743735
1424,246,239,3,884921380
1451,279,746,5,875310233
1463,161,898,3,891170191
1482,5,98,3,875720691
1517,246,425,5,884921918
1536,279,144,4,880850073
1551,23,381,4,874787350
1570,161,98,4,891171357
1600,207,1046,4,875509787
1626,279,227,4,889326161
1629,316,98,5,880853743
1633,299,588,4,877880852
1637,279,1048,1,886015533
1640,279,1151,2,875744584
1647,262,386,3,879795512
1654,82,455,4,876311319
1655,279,254,3,879572960
1686,262,821,3,879794887
1689,268,364,3,875743979
1690,262,553,4,879795122
1693,262,293,2,879790906
1709,246,1218,3,884922801
1729,305,11,1,886323237
1735,198,7,4,884205317
1742,5,102,3,875721196
1744,268,1249,2,875743793
1753,275,69,3,880314089
1756,207,192,3,877822350
1764,262,121,3,879790536
1787,82,14,4,876311280
1789,305,50,5,886321799
1837,207,716,3,875508783
1840,262,568,3,879794113
1866,246,68,5,884922341
1878,279,79,3,875296461
1895,262,754,3,879961283
1897,207,1436,3,878191574
1927,161,162,2,891171413
1928,268,1,3,875742341
1932,299,235,1,877878184
1937,23,172,4,874785889
1938,262,47,2,879794599
1965,5,211,4,875636631
1973,23,1006,3,874785809
2002,198,100,1,884207325
2004,305,189,5,886323303
2014,268,94,2,875743630
2026,5,382,5,875636587
2053,77,195,5,884733695
2060,262,179,4,879962570
2073,207,4,4,876198457
2077,279,1376,4,886016680
2083,5,376,2,879198045
2086,275,449,3,876198328
2089,279,1182,3,875314370
2109,299,615,4,878192555
2116,207,87,4,884386260
2134,299,641,4,889501514
2136,275,501,3,875154718
2153,316,306,4,880853072
2162,198,135,5,884208061
2166,299,971,2,889502353
2184,305,187,4,886323189
2197,275,520,4,880314218
2198,275,173,3,875154795
2214,279,487,3,890282182
2235,82,231,2,878769815
2243,82,411,3,878768902
2251,82,919,3,876311280
2256,246,82,2,884921986
2260,268,63,1,875743792
2271,262,96,4,879793022
2272,279,491,5,875296435
2275,305,61,4,886323378
2305,305,960,1,886324362
2314,5,62,4,875637575
2318,5,231,2,875635947
2326,262,786,3,879795319
2329,325,485,3,891478599
2331,207,810,2,877125506
2332,262,509,3,879792818
2342,279,509,3,875296552
2356,236,265,2,890116191
2364,275,258,3,875154310
2367,268,470,3,875310745
2380,326,22,4,879874989
2389,268,52,3,875309319
2396,207,121,3,875504876
2403,5,377,1,878844615
2405,305,923,5,886323237
2409,268,684,3,875744321
2420,207,864,3,877750738
2423,305,529,5,886324097
2436,299,186,3,889503233
2440,279,709,4,875310195
2442,279,789,4,875306580
2443,279,919,3,892864663
2453,299,516,4,889503159
2467,236,313,4,890115777
2477,268,264,3,876513607
2516,236,286,5,890115777
2535,246,8,3,884921245
2545,23,170,4,874785348
2552,82,596,3,876311195
2558,77,238,5,884733965
2566,207,531,4,877878342
2571,279,116,1,888799670
2589,262,11,4,879793597
2594,198,179,4,884209264
2608,279,65,1,875306767
2625,279,42,4,875308843
2638,198,214,4,884208273
2639,82,661,4,878769703
2648,5,407,3,875635431
2657,268,135,4,875309583
2661,305,186,4,886323902
2667,279,827,1,888426577
2672,207,827,3,876018501
2680,246,406,3,884924749
2686,5,24,4,879198229
2707,305,347,3,886308111
2740,82,73,4,878769888
2752,316,588,1,880853992
2762,316,292,4,880853072
2765,268,721,3,875743587
2773,246,816,4,884925218
2779,268,83,4,875309344
2783,327,191,4,887820828
2784,268,672,2,875744501
