,userId,movieId,rating,timestamp
12276,405,56,4,885544911
12383,405,592,1,885548670
12430,405,1582,1,885548670
12449,405,171,1,885549544
12460,405,580,1,885547447
12472,405,1409,1,885549045
12484,405,953,3,885546487
12604,405,994,1,885549746
12607,405,387,1,885546680
12718,405,1432,1,885549942
12731,405,190,2,885546201
12763,405,521,4,885544698
12771,405,1177,1,885547766
12790,405,1503,1,885548932
12819,405,524,1,885547124
12829,405,570,1,885546487
12897,405,721,1,885547360
13044,405,210,5,885547124
13090,405,465,1,885548836
13168,405,692,5,885547177
13215,405,583,1,885546112
13250,405,186,5,885547176
13293,405,78,2,885549045
13347,405,11,4,885545263
13353,405,1578,1,885549543
13443,405,787,3,885545672
13466,405,414,1,885547268
13489,405,172,5,885545111
13492,405,430,1,885547177
13548,405,773,1,885548330
13621,405,178,3,885544947
13653,405,647,1,885546069
13681,405,789,1,885547268
13743,405,1118,1,885547268
13791,405,426,1,885549192
13833,405,1338,1,885549790
13878,405,1554,4,885546445
13914,405,656,1,885548275
13927,405,1561,1,885546529
13932,405,440,1,885548330
13990,405,722,1,885547735
14011,405,540,1,885548163
14129,405,997,1,885547644
14133,405,232,4,885547314
14145,405,1100,1,885546681
14191,405,442,1,885548384
14254,405,72,3,885547268
14296,405,135,5,885545333
14299,405,700,1,885547645
14316,405,1434,1,885549942
14379,405,96,3,885544881
14406,405,1565,1,885549463
14414,405,734,2,885547506
14433,405,1469,1,885548932
14459,405,964,1,885546154
14479,405,1250,1,885547997
14481,405,214,4,885545235
14490,405,450,1,885548093
14522,405,127,5,885545167
14706,405,719,1,885547447
14726,405,90,4,885547447
14735,405,1230,1,885547644
14809,405,206,1,885549589
14836,405,1531,1,885549094
14880,405,695,1,885546287
14975,405,92,1,885546287
14986,405,1176,3,885549942
14988,405,639,1,885549635
15031,405,366,3,885545552
15040,405,470,1,885546247
15125,405,1555,1,885549045
15217,405,699,2,885546247
15221,405,575,5,885547557
15240,405,422,1,885548836
15258,405,1353,1,885549745
15320,405,1227,3,885546635
15437,405,451,5,885547360
15944,405,1188,3,885547506
15958,405,1207,1,885548686
15966,405,230,2,885547953
15985,405,62,1,885547996
16002,405,771,1,885548162
16007,405,1247,1,885546681
16028,405,188,1,885547996
16054,405,578,1,885548093
16157,405,1563,1,885549635
16313,405,350,1,885549903
16321,405,1046,2,885548633
16328,405,432,3,885548785
16374,405,775,1,885547735
16461,405,650,1,885546336
16502,405,1316,1,885549942
16607,405,1275,1,885548632
16612,405,361,2,885549942
16621,405,551,1,885548475
16624,405,1113,1,885546680
16669,405,1109,1,885548632
16730,405,785,1,885547407
16761,405,581,3,885546530
16815,405,30,1,885549544
16852,405,759,1,885548162
16961,405,1058,1,885546635
16970,405,1317,1,885549746
17017,405,1519,2,885546577
17020,405,1045,3,885546112
17038,405,959,1,885547222
17076,405,1217,3,885548633
17116,405,449,1,885548093
17225,405,169,1,885549192
17228,405,527,5,885545200
17492,405,1029,1,885547735
17553,405,1248,1,885548633
17574,405,371,1,885549309
17594,405,593,1,885549790
17653,405,1435,1,885547735
17659,405,795,2,885547605
17706,405,673,5,885545235
17786,405,1167,1,885547268
17792,405,396,1,885547408
17882,405,1421,1,885546835
17898,405,1178,1,885547690
17926,405,1557,1,885547222
17959,405,579,1,885547557
17982,405,386,3,885547605
18051,405,510,1,885545975
18069,405,467,4,885545200
18082,405,765,1,885547735
18135,405,1562,1,885549506
18144,405,768,3,885548932
18223,405,1175,1,885549904
18389,405,1180,1,885547605
18393,405,511,2,885546112
18446,405,1004,1,885546577
18680,405,530,1,885547953
18694,405,652,1,885547360
18753,405,1550,3,885547691
18817,405,522,1,885545975
18855,405,1424,1,885546725
18938,405,217,1,885548385
18998,405,88,3,885547360
19147,405,318,5,885545167
19149,405,670,1,885548384
19247,405,28,4,885544947
19270,405,437,1,885548435
19314,405,192,5,885545401
19327,405,1586,1,885549464
19366,405,1318,1,885549789
19497,405,941,1,885546577
19555,405,565,2,885548474
19578,405,228,1,885547910
19676,405,541,1,885548162
19711,405,514,1,885547221
19739,405,623,1,885549004
19761,405,216,2,885547124
19780,405,87,1,885546112
20037,405,1066,1,885549111
20132,405,423,5,885545306
20177,405,1110,1,885547644
20183,405,463,1,885548836
20196,405,227,1,885548049
20207,405,197,4,885545167
20214,405,393,4,885547314
20317,405,1391,1,885549789
20318,405,1168,1,885546725
20361,405,949,5,885545702
20595,405,1580,1,885549543
20631,405,1268,1,885546636
20643,405,999,1,885547557
20673,405,308,1,885549942
20844,405,1384,1,885549746
20889,405,53,2,885548137
20921,405,753,1,885549464
20926,405,693,2,885546154
20936,405,1530,1,885546835
21016,405,462,2,885549506
21067,405,1119,3,885545306
21071,405,77,1,885546248
21107,405,946,2,885548836
21173,405,175,1,885546069
21246,405,669,1,885548435
21339,405,142,1,885549004
21340,405,559,5,885548330
21421,405,654,2,885548579
21538,405,793,1,885547313
21567,405,1479,1,885547735
21745,405,189,1,885549192
21857,405,574,1,885546724
21977,405,400,1,885549044
22013,405,302,4,885544635
22017,405,778,1,885546248
22095,405,625,3,885548836
22127,405,671,2,885548330
22172,405,31,1,885548579
22220,405,664,1,885546724
22232,405,653,1,885548579
22235,405,452,5,885548434
22294,405,1240,1,885549192
22314,405,622,1,885548877
22375,405,40,2,885547735
22616,405,1139,1,885546859
22632,405,947,1,885548048
22679,405,655,5,885545401
22769,405,1566,1,885546248
22809,405,49,1,885547407
22843,405,648,1,885547124
22881,405,772,1,885546379
22936,405,1210,1,885548670
22974,405,1589,1,885549745
23222,405,212,1,885546445
23276,405,552,1,885548686
23406,405,780,3,885547691
23499,405,469,1,885546288
23517,405,624,4,885548836
23530,405,431,3,885547996
23567,405,1111,1,885547360
23739,405,50,5,885544947
23747,405,969,3,885545015
23767,405,185,4,885544769
23815,405,179,1,885546201
