,userId,movieId,rating,timestamp
0,196,242,3,881250949
1,186,302,3,891717742
2,22,377,1,878887116
4,166,346,1,886397596
5,298,474,4,884182806
7,253,465,5,891628467
11,286,1014,5,879781125
14,224,29,3,888104457
21,167,486,4,892738452
25,95,546,2,879196566
29,160,234,5,876861185
30,50,246,3,877052329
32,225,193,4,879539727
33,290,88,4,880731963
34,97,194,3,884238860
35,157,274,4,886890835
37,278,603,5,891295330
41,284,304,4,885329322
44,287,327,5,875333916
46,242,1137,5,879741196
48,99,4,5,886519097
50,251,100,4,886271884
51,81,432,2,876535131
52,260,322,4,890618898
53,25,181,5,885853415
57,290,143,5,880474293
65,138,26,5,879024232
66,167,232,1,892738341
67,60,427,5,883326620
68,57,304,5,883698581
69,223,274,4,891550094
75,241,690,2,887249482
77,254,1444,3,886475558
80,225,237,5,879539643
82,225,480,5,879540748
85,222,366,4,878183381
88,11,111,4,891903862
89,95,625,4,888954412
90,8,338,4,879361873
91,162,25,4,877635573
98,28,209,4,881961214
99,135,23,4,879857765
102,286,208,4,877531942
104,216,144,4,880234639
105,166,328,5,886397722
108,160,174,5,876860807
109,265,118,4,875320714
112,168,151,5,884288058
113,110,307,4,886987260
119,237,514,4,879376641
121,128,485,3,879966895
122,298,317,4,884182806
123,44,195,5,878347874
127,222,750,5,883815120
129,41,265,3,890687042
130,224,245,3,888082216
134,216,658,3,880245029
137,286,379,5,877533771
140,174,368,1,886434402
148,95,787,2,888954930
151,57,419,3,883698454
152,84,405,3,883452363
156,160,135,4,876860807
157,99,268,3,885678247
159,259,117,4,874724988
169,172,177,4,875537965
170,19,4,4,885412840
174,44,294,4,883612356
177,80,466,5,887401701
178,254,164,4,886472768
179,298,281,3,884183336
181,66,298,4,883601324
184,99,79,4,885680138
188,222,755,4,878183481
196,160,719,3,876857977
211,251,748,2,886272175
212,224,26,3,888104153
214,259,255,4,874724710
216,52,280,3,882922806
218,148,408,5,877399018
220,97,228,5,884238860
224,272,178,5,879455113
227,110,688,1,886987605
232,54,106,3,880937882
239,91,323,2,891438397
241,294,109,4,877819599
242,286,171,4,877531791
251,36,339,5,882157581
252,70,746,3,884150257
254,28,201,3,881961671
257,14,98,3,890881335
265,66,258,4,883601089
270,100,344,4,891374868
286,286,143,4,889651549
288,113,595,5,875936424
293,219,82,1,889452455
294,218,209,5,877488546
297,158,177,4,880134407
298,222,118,4,877563802
311,33,872,3,891964230
314,95,135,3,879197562
320,222,77,4,878183616
325,187,64,5,879465631
327,170,749,5,887646170
328,101,829,3,877136138
330,128,204,4,879967478
336,54,595,3,880937813
338,128,508,4,879967767
342,112,903,1,892440172
344,222,724,3,878181976
345,218,430,3,877488316
349,215,212,2,891435680
351,254,662,4,887347350
357,240,879,3,885775745
358,286,237,2,875806800
359,294,271,5,889241426
364,144,89,3,888105691
365,191,302,4,891560253
369,61,678,3,892302309
372,142,169,5,888640356
374,222,151,3,878182109
377,272,1393,2,879454663
387,203,321,3,880433418
388,191,286,4,891560842
391,197,96,5,891409839
400,272,12,5,879455254
403,134,286,3,891732334
404,180,462,5,877544218
412,52,250,3,882922661
424,254,436,2,886474216
428,144,699,4,888106106
432,222,97,4,878181739
436,160,460,2,876861185
441,174,315,5,886432749
442,114,505,3,881260203
445,128,15,4,879968827
451,60,60,5,883327734
454,287,1,5,875334088
455,216,228,3,880245642
456,216,531,4,880233810
457,203,471,4,880434463
461,286,288,5,875806672
462,117,1047,2,881009697
463,99,111,1,885678886
464,11,558,3,891904214
465,65,47,2,879216672
472,257,137,4,882049932
473,111,328,4,891679939
474,91,480,4,891438875
