,userId,movieId,rating,timestamp
20,119,392,4,886176814
26,38,95,5,892430094
31,301,98,4,882075827
49,178,332,3,882823437
56,87,384,4,879877127
58,42,423,5,881107687
76,178,248,4,882823954
79,127,229,5,884364867
87,42,403,3,881108684
92,87,1016,4,879876194
95,119,1153,5,874781198
111,42,96,5,881107178
141,87,274,4,879876734
149,43,14,2,883955745
166,42,794,3,881108425
175,43,137,4,875975656
190,119,328,4,876923913
195,38,328,4,892428688
204,56,755,3,892910207
219,125,235,2,892838559
222,83,234,4,887665548
226,125,478,4,879454628
235,301,790,4,882078621
240,87,554,4,879875940
245,178,568,4,882826555
250,301,401,4,882078040
261,119,237,5,874775038
267,83,623,4,880308578
272,301,56,4,882076587
275,83,576,4,880308755
278,38,153,5,892430369
296,119,222,5,874775311
301,301,79,5,882076403
310,42,546,3,881105817
312,301,554,3,882078830
340,301,227,3,882077222
341,301,191,3,882075672
375,87,40,3,879876917
389,43,323,3,875975110
407,38,758,1,892434626
415,178,731,4,882827532
421,43,815,4,883956189
422,83,78,2,880309089
425,109,631,3,880579371
429,301,604,4,882075994
440,125,163,5,879454956
453,119,407,3,887038665
470,137,144,5,881433689
521,164,406,2,889402389
551,109,8,3,880572642
553,230,680,4,880484286
565,119,382,5,874781742
571,301,33,4,882078228
579,56,121,5,892679480
584,152,301,3,880147407
585,178,845,4,882824291
597,230,742,5,880485043
601,56,546,3,892679460
637,56,71,4,892683275
638,42,274,5,881105817
648,178,317,4,882826915
649,178,742,3,882823833
653,109,127,2,880563471
659,42,588,5,881108147
661,87,367,4,879876702
681,311,432,4,884365485
715,164,620,3,889402298
719,56,449,5,892679308
736,159,1028,5,880557539
743,83,660,4,880308256
750,125,80,4,892838865
751,43,120,4,884029430
754,42,44,3,881108548
767,141,245,3,884584426
778,42,1028,4,881106072
779,178,433,4,882827834
783,56,1047,4,892911290
796,87,82,5,879875774
804,230,304,5,880484286
811,311,179,2,884365357
829,178,385,4,882826982
854,311,654,3,884365075
856,43,203,4,883955224
859,125,190,5,892836309
871,42,625,3,881108873
874,109,475,1,880563641
875,230,1444,2,880485726
889,83,215,4,880307940
908,109,566,4,880578814
928,83,281,5,880307072
931,87,401,2,879876813
941,56,91,4,892683275
997,109,178,3,880572950
998,230,172,4,880484523
1011,311,98,5,884364502
1017,56,222,5,892679439
1028,125,382,1,892836623
1030,311,9,4,884963365
1031,301,523,4,882076146
1032,152,685,5,880149074
1059,83,385,4,887665549
1061,109,402,4,880581344
1067,230,963,5,880484370
1079,109,97,3,880578711
1088,87,585,4,879877008
1100,83,210,5,880307751
1113,83,97,4,880308690
1119,42,98,4,881106711
1166,301,138,2,882079446
1168,164,281,4,889401906
1182,38,573,1,892433660
1195,314,28,5,877888346
1202,125,318,5,879454309
1216,178,199,4,882826306
1235,83,43,4,880308690
1243,43,40,3,883956468
1245,42,953,2,881108815
1258,56,869,3,892683895
1269,56,447,4,892679067
1280,230,138,3,880485197
1292,141,258,5,884584338
1301,230,419,4,880484587
1302,56,450,3,892679374
1308,83,929,3,880307140
1317,87,210,5,879875734
1355,164,930,4,889402340
1361,109,1012,4,880564570
1364,109,1,4,880563619
1368,152,111,5,880148782
1385,87,177,5,879875940
1388,125,134,5,879454532
1398,311,559,2,884366187
1407,38,161,5,892432062
1438,125,657,3,892836422
1456,314,1150,4,877887002
1458,43,5,4,875981421
1467,311,566,4,884366112
1492,56,184,4,892679088
1527,311,386,3,884365747
1547,109,258,5,880562908
1564,83,82,5,887665423
1567,87,196,5,879877681
1576,164,685,5,889402160
1581,43,204,4,883956122
1609,178,276,3,882823978
1612,311,143,3,884364812
1624,38,679,5,892432062
1638,87,9,4,879877931
1651,141,826,2,884585437
1656,42,685,4,881105972
1676,119,718,5,874774956
1688,311,716,4,884365718
1700,83,301,2,891181430
1705,56,172,5,892737191
1706,109,588,4,880578388
1714,301,660,4,882076782
1758,137,687,4,881432756
1761,42,176,3,881107178
1771,311,419,3,884364931
1788,109,627,5,880582133
1830,87,1079,2,879877240
1838,314,535,4,877887002
1864,42,195,5,881107949
1875,311,203,5,884365201
1901,311,849,3,884365781
1906,311,83,5,884364812
1920,87,2,4,879876074
1943,178,678,3,882823530
1956,301,202,5,882076211
1961,152,412,2,880149328
1974,301,1228,4,882079423
1979,137,300,5,881432524
1980,164,117,5,889401816
1992,311,5,3,884365853
2008,127,294,4,884363803
2019,159,127,5,880989744
2020,230,202,4,880485352
2029,178,282,3,882823978
2040,314,95,5,877888168
2042,230,378,5,880485159
2059,83,338,4,883868647
2069,314,1263,2,877890611
2071,314,276,1,877886413
2102,87,211,5,879876812
2107,178,209,4,882826944
2112,109,101,1,880578186
2133,230,142,4,880485633
2144,314,417,4,877888855
2148,159,1037,2,884360502
2179,42,185,4,881107449
2200,230,234,4,880484756
2201,109,975,3,880572351
2203,83,118,3,880307071
2213,125,997,2,892838976
2232,141,274,5,884585220
2246,56,196,2,892678628
2252,43,151,4,875975613
2268,311,385,5,884365284
2283,125,239,5,892838375
2290,42,69,4,881107375
2294,125,152,1,879454892
2297,311,172,5,884364763
2349,311,1222,3,884366010
2353,320,117,4,884748641
2357,83,139,3,880308959
2359,43,52,4,883955224
2376,159,685,4,880557347
2385,56,235,1,892911348
2390,320,177,5,884749360
2394,42,684,4,881108093
2404,56,797,4,892910860
2426,137,546,5,881433116
2431,42,603,4,881107502
2445,178,73,5,882827985
2456,56,69,4,892678893
2474,314,692,5,877888445
2487,301,174,5,882075827
2503,87,775,2,879876848
2504,314,1289,2,877887388
2514,109,797,3,880582856
2532,314,1518,4,877891426
2562,38,139,2,892432786
2584,178,106,2,882824983
2599,109,31,4,880577844
2609,43,64,5,875981247
2613,42,1041,4,881109060
2614,164,299,4,889401383
2617,125,1180,3,892838865
2627,43,66,4,875981506
2635,38,432,1,892430282
2637,311,180,4,884364764
2646,314,1218,4,877887525
2656,320,294,4,884748418
2658,83,640,2,880308550
2677,311,28,5,884365140
2694,125,615,3,879454793
2701,178,234,4,882826783
2715,56,215,5,892678547
2717,38,465,5,892432476
2725,311,68,1,884365824
2734,109,100,4,880563080
2755,137,237,4,881432965
2767,301,606,3,882076890
2771,311,662,4,884365018
2776,43,1057,2,884029777
2777,311,661,3,884365075
2793,83,413,1,891182379
2797,43,284,5,883955441
2806,311,366,5,884366010
2807,320,399,3,884749411
2809,42,121,4,881110578
2820,311,505,4,884365451
2821,320,202,4,884750946
2833,42,606,3,881107538
2835,119,213,5,874781257
2842,43,631,2,883955675
2855,178,148,4,882824325
2863,42,456,3,881106113
2864,311,568,5,884365325
2900,38,672,3,892434800
2905,311,403,4,884365889
2916,178,218,3,882827776
2939,311,495,4,884366066
2940,178,255,4,882824001
2949,311,181,4,884364724
2950,125,796,3,892838591
2970,301,496,5,882075743
2978,178,125,4,882824431
2979,42,506,3,881108760
2980,320,284,4,884748818
2999,125,173,5,879454100
3012,38,838,2,892433680
3020,109,154,2,880578121
3030,230,210,5,880484975
3035,109,89,4,880573263
3057,87,1000,3,879877173
3060,42,143,4,881108229
3061,43,26,5,883954901
3066,311,229,5,884365890
3070,314,9,4,877886375
3083,56,585,3,892911366
3084,56,230,5,892676339
3101,311,141,4,884366187
3105,152,147,3,880149045
3120,178,121,5,882824291
3133,301,172,5,882076403
3141,83,364,1,886534501
3152,119,313,5,886176135
3162,42,746,3,881108279
3164,311,70,4,884364999
3168,125,150,1,879454892
3173,56,194,5,892676908
3174,83,1035,4,880308959
3185,320,1157,4,884751336
3213,311,213,4,884365075
3219,87,996,3,879876848
3224,230,238,1,880484778
3238,119,716,5,874782190
3244,311,73,4,884366187
3258,119,1101,5,874781779
3279,159,259,4,893255969
3280,137,55,5,881433689
3283,87,1183,3,879875995
3287,125,483,4,879454628
3294,301,610,3,882077176
3297,87,303,3,879875471
3300,311,518,3,884365451
3308,109,5,3,880580637
3326,109,159,4,880578121
3332,56,68,3,892910913
3335,127,380,5,884364950
3342,109,195,5,880578038
3349,178,131,4,882827947
3354,87,386,2,879877006
3356,119,54,4,886176814
3362,119,1262,3,890627252
3373,320,68,5,884749327
3375,311,348,4,884364108
3391,43,820,2,884029742
3394,178,926,4,882824671
3400,87,135,5,879875649
3405,87,157,3,879877799
3406,87,163,4,879877083
3413,43,553,4,875981159
3427,38,216,5,892430486
3434,43,114,5,883954950
3440,314,90,2,877888758
3446,38,508,2,892429399
3469,83,631,2,887664566
3477,83,476,3,880307359
3480,42,48,5,881107821
3485,125,97,3,879454385
3489,38,1030,5,892434475
3503,301,395,1,882079384
3507,314,1095,3,877887356
3518,164,597,4,889402225
3541,152,272,5,890322298
3542,42,999,4,881108982
3558,301,184,4,882077222
3581,56,29,3,892910913
3584,125,785,3,892838558
3601,42,102,5,881108873
3602,301,1035,4,882078809
3617,38,403,1,892432205
3630,152,25,3,880149045
3644,159,249,4,884027269
3653,43,328,4,875975061
3657,83,254,2,880327839
3690,87,70,5,879876448
3703,301,58,4,882077285
3709,125,1036,2,892839191
3719,83,543,2,887665445
3720,56,597,3,892679439
3721,83,216,4,880307846
3736,311,22,4,884364538
3746,43,286,4,875975028
3750,320,99,4,884751440
3771,178,984,2,882823530
3788,152,716,5,884019001
3790,109,930,3,880572351
3800,109,218,4,880578633
3803,87,233,4,879876036
3804,314,791,4,877889398
3824,42,210,5,881108633
3835,42,785,4,881109060
3842,159,815,3,880557387
3854,119,269,3,892564213
3857,56,63,3,892910268
3868,301,53,1,882078883
3870,301,384,5,882079315
3882,87,67,4,879877007
3884,43,498,5,875981275
3887,230,196,5,880484755
3895,119,154,5,874782022
3901,83,186,4,880308601
3903,311,1116,3,884364623
3915,178,549,4,882827689
3920,230,402,5,880485445
3921,152,132,5,882475496
3927,83,866,3,883867947
3947,119,245,4,886176618
3950,159,111,4,880556981
3952,320,42,4,884751712
3953,301,25,3,882075110
3957,137,195,5,881433689
3962,152,97,5,882475618
3978,38,122,1,892434801
3993,301,1112,4,882079294
3994,56,1090,3,892683641
4008,311,233,4,884365889
4042,311,553,3,884365451
4064,56,174,5,892737191
4075,83,95,4,880308453
4088,320,456,3,884748904
4102,314,1139,5,877888480
4114,42,405,4,881105541
4116,125,158,4,892839066
4124,119,1170,3,890627339
4128,43,15,5,875975546
4156,314,833,4,877887155
4162,301,11,4,882076291
4163,125,434,4,879454100
4171,38,384,5,892433660
4176,38,423,5,892430071
4181,56,239,4,892676970
4182,109,1011,3,880571872
4184,320,210,5,884749227
4187,311,205,5,884365357
4189,109,281,2,880571919
4206,109,230,5,880579107
4212,119,697,5,874782068
4236,178,427,5,882826162
4255,178,358,1,888512993
4277,42,845,5,881110719
4296,178,302,4,892239796
4297,42,781,4,881108280
4308,159,323,4,880485443
4322,109,845,4,880571684
4339,320,291,4,884749014
4346,311,99,5,884365075
4354,87,550,4,879876074
4369,314,743,1,877886443
4387,42,380,4,881108548
4404,119,595,3,874781067
4405,314,929,3,877887356
4414,314,73,4,877889205
4417,43,382,5,883955702
4427,83,265,5,880308186
4430,109,62,3,880578711
4432,314,468,4,877892214
4435,38,318,3,892430071
4477,311,484,4,884366590
4482,301,515,3,882074561
4484,127,268,1,884363990
4486,314,924,5,877886921
4510,125,22,5,892836395
4545,87,1189,5,879877951
4552,109,796,3,880582856
4557,56,79,4,892676303
4558,178,978,2,882824983
4560,38,444,1,892433912
4562,43,944,2,883956260
4574,152,125,5,880149165
4597,43,235,3,875975520
4599,109,90,3,880583192
4601,178,288,5,882823353
4606,87,1182,3,879877043
4609,178,655,4,882827247
4613,42,70,3,881109148
4614,311,482,4,884365104
4628,320,433,4,884751730
4635,119,628,4,874775185
4671,311,720,3,884366307
4674,311,94,3,884366187
4678,43,403,4,883956305
4693,141,125,5,884585642
4706,178,250,4,888514821
4710,42,357,5,881107687
4719,314,735,5,877888855
4726,83,77,4,880308426
