,userId,movieId,rating,timestamp
63,13,526,3,882141053
144,13,836,2,882139746
145,13,272,4,884538403
185,13,98,4,881515011
205,13,360,4,882140926
304,13,198,3,881515193
321,13,215,5,882140588
356,13,56,5,881515011
392,13,344,2,888073635
414,13,186,4,890704999
437,13,498,4,882139901
459,13,892,3,882774224
507,13,229,4,882397650
596,13,864,4,882141924
625,13,901,1,883670672
640,13,809,4,882397582
741,13,823,5,882397833
752,13,780,1,882142057
984,13,418,2,882398763
986,13,858,1,882397068
994,13,72,4,882141727
1050,13,181,5,882140354
1196,13,147,3,882397502
1316,13,868,5,882139901
1432,13,195,3,881515296
1437,13,807,1,886304229
1457,13,121,5,882397503
1491,13,308,3,881514726
1520,13,396,3,882141727
1646,13,66,3,882141485
1697,13,59,4,882140425
1746,13,150,5,882140588
1785,13,354,2,888779458
1871,13,331,3,881515457
2039,13,766,4,882139686
2155,13,14,4,884538727
2259,13,320,1,882397010
2289,13,451,1,882141872
2308,13,493,5,882140206
2324,13,289,2,882140759
2337,13,488,3,890704999
2448,13,848,5,882140001
2459,13,144,4,882397146
2495,13,476,2,882141997
2546,13,97,4,882399357
2578,13,781,3,882399528
2579,13,338,1,882140740
2699,13,167,4,882141659
2704,13,570,5,882397581
2716,13,844,1,882397010
2739,13,685,5,882397582
2756,13,567,1,882396955
2787,13,877,2,882140792
2840,13,480,3,881515193
2997,13,314,1,884538485
3114,13,915,5,892015023
3190,13,226,4,882397651
3193,13,548,3,882398743
3276,13,305,4,881514811
3324,13,918,3,892524090
3339,13,273,3,882397502
3663,13,840,3,886261387
3837,13,178,4,882139829
3945,13,42,4,882141393
3971,13,94,3,882142057
4000,13,908,1,886302385
4036,13,300,1,881515736
4044,13,180,5,882141248
4113,13,29,2,882397833
4192,13,508,3,882140426
4283,13,45,3,882139863
4340,13,820,4,882398743
4371,13,509,5,882140691
4452,13,755,3,882399014
4470,13,2,3,882397650
4483,13,830,1,882397581
4600,13,64,5,882140037
4697,13,859,1,882397040
4715,13,625,2,882398691
4771,13,428,5,882140588
4779,13,913,1,892014908
4789,13,212,5,882399385
4874,13,168,4,881515193
4916,13,856,5,886303171
5012,13,319,4,882139327
5033,13,312,1,883670630
5057,13,860,1,882396984
5070,13,540,3,882398410
5121,13,614,4,884538634
5150,13,876,2,881515521
5188,13,90,3,882141872
5251,13,263,5,881515647
5289,13,788,1,882396914
5352,13,782,3,885744650
5361,13,440,1,882397040
5432,13,88,4,882141485
5604,13,831,3,882398385
5620,13,315,5,884538466
5651,13,794,4,882399615
5886,13,302,5,881514811
5946,13,208,5,882140624
5952,13,421,2,882140389
6082,13,409,3,882141872
6098,13,910,2,890704721
6164,13,318,3,882139686
6187,13,898,1,884538403
6430,13,764,2,882141997
6519,13,814,5,886302261
6573,13,387,3,886304229
6651,13,894,1,883670742
6661,13,341,2,886952422
6712,13,452,3,882397039
6756,13,25,1,882141686
6757,13,632,3,884538664
6788,13,416,3,882398934
6790,13,502,5,882141458
7025,13,161,5,882397741
7058,13,303,4,881514876
7085,13,437,1,882397068
7159,13,786,3,886303088
7219,13,612,4,882140318
7283,13,334,1,886952467
7308,13,353,4,886261450
7332,13,759,2,882398542
7344,13,190,4,882397145
7377,13,137,5,882139804
7506,13,517,5,882139746
7695,13,888,2,886261388
7782,13,384,2,882141814
7893,13,243,3,882140966
7950,13,776,2,882398934
8020,13,530,5,881515295
8106,13,907,1,884538485
8112,13,232,3,890704999
8113,13,861,3,882139774
8117,13,48,5,882139863
8134,13,505,3,882140389
8210,13,21,3,882399040
8277,13,869,3,882141727
8425,13,61,4,882140552
8443,13,784,1,882397084
8529,13,457,1,883670785
8586,13,40,2,886302815
8625,13,351,1,886302385
8645,13,73,3,882141485
8648,13,467,5,882140588
8782,13,443,4,882140588
8991,13,118,4,882397581
9075,13,539,1,883670785
9198,13,265,4,882140038
9356,13,854,1,882396914
9522,13,514,5,881515112
9545,13,752,1,886952569
9589,13,857,3,881515348
9636,13,615,4,881515348
9695,13,720,4,882397974
9720,13,887,5,882140867
9725,13,683,1,886952521
9768,13,269,2,889292060
9899,13,124,5,884538663
10003,13,802,2,882398254
10116,13,890,1,883670672
10232,13,153,4,882139901
10235,13,343,1,883670672
10308,13,301,1,882140718
10319,13,597,3,882397650
10395,13,154,5,882141335
10460,13,601,4,882140104
10530,13,808,2,882397833
10544,13,705,5,884538766
10795,13,100,5,882140166
10809,13,71,4,882398654
11130,13,363,3,882398076
11197,13,391,3,882398255
11357,13,906,3,891749765
11411,13,230,3,882397503
11483,13,665,2,882396984
11486,13,345,4,884538366
11535,13,261,1,883670785
11579,13,816,1,882396983
11848,13,501,5,882398724
11901,13,219,1,882396955
12173,13,716,4,882141393
12228,13,317,5,882140552
12313,13,617,3,881515112
12362,13,546,3,882397741
12452,13,436,2,882396869
12474,13,290,4,882141814
12500,13,281,3,882397974
12573,13,447,2,882396869
12753,13,694,4,890704999
12767,13,624,5,882398691
12808,13,885,1,886302334
12835,13,270,4,881514876
13024,13,866,3,882141814
13109,13,196,4,882140552
13385,13,271,1,881514876
13651,13,405,2,882397742
13767,13,472,5,882398327
13824,13,610,2,882140690
13982,13,847,4,882139937
14034,13,652,5,882141458
14067,13,294,2,881514683
14180,13,588,4,882398763
14340,13,276,5,882140104
14389,13,520,4,886302261
14592,13,659,3,882141335
14671,13,173,2,882139863
14816,13,735,3,882140690
14967,13,483,5,882139774
15093,13,423,5,882398814
15238,13,482,5,882140355
15466,13,268,4,881514810
15577,13,402,4,886303934
15685,13,420,4,882398691
15793,13,805,4,882141458
15949,13,414,5,882141458
15980,13,772,1,882140070
16009,13,812,2,882398933
16100,13,564,1,882396913
16175,13,519,5,882140355
16289,13,875,1,881515613
16369,13,377,1,882399219
16459,13,340,2,881514684
16512,13,185,3,881515011
16637,13,217,1,882396955
16725,13,651,5,882140070
16732,13,24,1,882397741
16796,13,673,3,882140691
16806,13,287,1,882141459
17109,13,27,3,882397833
17112,13,912,2,892014861
17163,13,201,1,882396869
17235,13,385,3,882397502
17260,13,852,1,882396869
17270,13,238,3,881515411
17448,13,783,3,886304188
17678,13,349,1,892387807
17857,13,333,3,881514810
18009,13,874,5,881514876
18030,13,821,3,882141393
18064,13,682,1,883670742
18115,13,449,4,882398385
18207,13,828,1,882399218
18231,13,787,3,882141582
18253,13,450,3,882398494
18275,13,839,1,882396984
18462,13,596,3,882398691
18540,13,604,5,882139966
18557,13,589,3,881515239
18566,13,481,3,882140038
18607,13,477,4,882398934
18772,13,516,5,882141485
18888,13,109,4,882141306
18889,13,431,1,882397271
19103,13,878,1,883670785
19479,13,678,3,882140792
19524,13,210,3,882140455
19553,13,524,4,886302261
19603,13,11,1,882397146
19660,13,842,2,882399156
19938,13,258,4,882139327
19955,13,379,1,882396984
20020,13,547,1,882397011
20105,13,757,3,882398934
20116,13,234,5,882140252
20242,13,89,4,882139717
20407,13,23,5,882139937
20438,13,435,5,882141392
20544,13,550,4,882397741
20558,13,538,1,884538448
20630,13,669,1,882397067
20637,13,475,3,881515113
20645,13,889,3,892015236
20877,13,51,3,882399419
20946,13,329,2,886952246
20985,13,804,2,882141997
21009,13,4,5,882141306
21270,13,96,4,882140104
21312,13,838,1,882397742
21326,13,559,1,882396913
21488,13,237,5,882140285
21524,13,770,4,882397581
21702,13,563,1,882397039
21727,13,478,4,884538571
21747,13,872,3,882139327
22012,13,216,3,881515193
22087,13,800,1,882397067
22371,13,523,4,882141306
22477,13,824,3,886302261
22568,13,463,5,882140318
22574,13,327,3,881515521
22609,13,672,1,882396914
22713,13,99,4,882398654
22751,13,785,3,882141924
23206,13,739,4,886303745
23320,13,83,2,886303585
23329,13,313,4,882774047
23442,13,462,5,882140487
23553,13,768,4,882398724
23857,13,606,4,882140130
23883,13,773,1,882396869
23936,13,200,3,882140552
24197,13,663,5,882140252
24233,13,350,2,886302293
24277,13,342,4,885744650
24389,13,829,3,882398385
24677,13,686,5,882397146
24688,13,417,2,882398934
25099,13,855,4,882140130
25489,13,796,3,886304188
25512,13,827,3,882398327
25668,13,679,4,882397650
25780,13,529,4,882140206
25902,13,884,2,882140814
25996,13,880,3,882140966
26082,13,316,5,888073653
26166,13,155,2,882399615
26254,13,646,4,882140037
26266,13,689,2,881515735
26273,13,347,5,885185824
26371,13,554,2,882397833
26667,13,613,4,881515411
26923,13,357,3,881515411
26998,13,191,3,881515193
27022,13,909,5,890704721
27242,13,321,2,882140740
27329,13,401,1,882141841
27396,13,553,2,882399419
27540,13,527,5,882140252
27606,13,843,5,882399156
27945,13,883,3,882140848
27991,13,95,5,882140104
28278,13,92,3,882397271
28351,13,292,5,882140867
28692,13,419,3,882398814
29034,13,79,3,882139746
29041,13,674,3,882396955
29220,13,849,1,882397833
29272,13,339,3,882140718
29416,13,585,4,882141814
29457,13,712,4,882141872
29530,13,110,3,882141130
30094,13,68,3,882397741
30173,13,709,4,882139863
30326,13,170,5,882139774
30713,13,578,3,882397974
30762,13,404,5,882399014
30881,13,1,3,882140487
31097,13,654,5,881515295
31410,13,222,3,882140285
31913,13,13,5,882141617
32017,13,790,2,882141841
32040,13,621,4,882398934
32132,13,871,2,882141924
32308,13,801,3,886303172
32362,13,551,1,882397084
32453,13,795,2,882399219
32495,13,603,4,884538571
32805,13,637,2,882396913
32868,13,484,5,882139804
32877,13,138,1,882399218
32950,13,117,3,882398138
33020,13,311,3,881514726
33061,13,12,5,881515011
33073,13,518,4,882140252
33210,13,851,5,882139966
33324,13,233,4,882397650
33527,13,661,5,881515411
34082,13,433,4,881515239
34107,13,7,2,882396790
34162,13,792,5,882139686
34251,13,791,5,882141686
34370,13,441,1,882396984
34415,13,914,2,892870589
34545,13,494,4,881515295
34592,13,833,2,882397974
34651,13,706,1,882396869
34733,13,879,2,881515697
34914,13,193,5,882139937
35160,13,900,5,888279677
35183,13,565,1,882397040
35290,13,177,5,882397271
35399,13,442,1,890705056
35403,13,845,3,882141503
35510,13,688,1,883670819
35578,13,183,4,882397271
35845,13,740,1,882140355
35948,13,733,5,882399528
36091,13,732,5,882141617
36105,13,427,5,882398814
36357,13,328,3,881514811
36921,13,754,4,882140718
37204,13,91,2,882398724
37550,13,241,3,882397502
37588,13,639,3,882139804
37619,13,394,2,882399615
37900,13,760,1,882396914
38014,13,850,4,882140318
38044,13,747,4,882140624
38104,13,194,5,882141458
38177,13,846,2,882141997
38289,13,430,5,882139495
38371,13,763,1,882141458
38424,13,355,3,888688733
38580,13,286,3,881514683
38589,13,867,5,882399615
38635,13,413,1,882396984
38740,13,769,3,882397040
38966,13,32,4,882140286
38989,13,204,5,882140318
39066,13,5,1,882396869
39200,13,332,3,881515457
39217,13,737,4,882399615
39589,13,403,2,882397271
39868,13,17,1,882396954
40142,13,128,1,882397502
40471,13,471,1,882140455
40557,13,299,3,881515698
40617,13,667,1,882397040
40761,13,492,5,882140552
40924,13,638,3,881515239
41017,13,895,1,883670515
41120,13,657,4,882139829
41201,13,179,2,882140206
41399,13,636,2,882397502
41534,13,86,1,881515348
42207,13,736,4,882399528
42231,13,865,5,882141425
42284,13,656,5,882139746
42314,13,411,2,882141924
42419,13,568,3,882140552
42961,13,224,4,882140166
43064,13,367,3,882141458
43065,13,33,5,882397581
43128,13,684,5,882397271
43439,13,650,2,882140425
43587,13,22,4,882140487
43862,13,39,3,882397581
44365,13,818,3,882141814
44614,13,573,3,882396955
44833,13,761,4,882398076
44972,13,670,3,882396955
45141,13,453,2,882397067
45196,13,815,4,886303934
45324,13,410,1,882141997
45340,13,775,4,886304188
45638,13,655,5,886261387
45676,13,891,1,892015288
45988,13,886,5,881515613
46010,13,231,3,882397582
46103,13,157,3,882140552
46119,13,896,5,891036745
46333,13,306,3,881514876
46402,13,789,5,882140389
46516,13,279,5,882139804
46779,13,444,4,882396984
46815,13,797,5,882398327
46834,13,561,1,882396914
47331,13,762,5,882141336
47721,13,87,5,882398814
47733,13,631,3,882140624
47945,13,668,1,882397068
48184,13,692,4,882141659
48220,13,576,3,882398076
48252,13,510,5,882139717
48369,13,572,2,882398255
49142,13,163,3,882141582
49401,13,164,3,882396790
49413,13,635,1,882396984
49577,13,346,4,883670552
49674,13,199,5,882140001
49693,13,67,1,882141686
49895,13,448,1,882396869
49999,13,82,2,882397503
50167,13,881,2,881514876
50260,13,223,5,882139901
50600,13,160,4,882140070
50861,13,439,1,882397040
51181,13,873,1,881515565
51224,13,485,1,882140624
51559,13,205,2,881515193
51987,13,50,5,882140001
52093,13,406,1,882397011
52119,13,473,4,882398724
52155,13,348,2,886952246
52280,13,897,1,886952422
52454,13,832,4,882399156
52542,13,37,1,882397011
52954,13,758,1,882397084
53612,13,398,2,882398410
53757,13,70,3,882140691
54376,13,586,3,882398326
54996,13,264,4,882140848
55231,13,835,3,882139901
55661,13,771,3,882398410
55665,13,58,4,882139966
55763,13,687,1,883670705
55824,13,602,4,884538634
56342,13,630,2,886302261
56563,13,806,5,882140426
56599,13,675,5,882396955
57752,13,197,4,881515239
57959,13,455,3,882141425
58021,13,307,2,881514684
58022,13,227,5,882397650
58339,13,507,1,882140070
58603,13,228,4,882140389
59911,13,748,4,882140792
60016,13,371,3,882399385
60197,13,323,3,882140848
60280,13,382,1,882140624
60679,13,111,5,882140588
60843,13,751,5,882774081
61032,13,239,4,882141752
61252,13,491,4,882140166
62858,13,531,3,882140104
63217,13,202,5,882141425
63374,13,750,5,883670552
63392,13,817,1,882396914
63428,13,506,5,882140691
63522,13,69,4,884538766
63596,13,902,3,891749765
63717,13,690,3,881514811
63769,13,558,1,882397011
64472,13,274,3,882399384
64550,13,511,5,882139863
64905,13,152,5,882141393
64952,13,662,5,882399420
65122,13,62,5,882397833
65175,13,53,1,882396955
65726,13,862,3,882399074
66390,13,38,3,882397974
66414,13,211,4,882140002
67795,13,903,3,890704759
67821,13,911,2,892015141
67848,13,569,2,882396955
67935,13,288,1,882396790
68097,13,158,1,882142057
68400,13,370,1,882396984
68606,13,310,4,881514683
68638,13,172,5,882140355
68690,13,722,3,882399528
68929,13,275,3,886303585
69281,13,777,1,882397084
69769,13,326,3,882140792
69917,13,746,3,884538766
70179,13,917,4,892015104
70818,13,497,5,882140166
70969,13,145,2,882397011
71317,13,853,1,882397010
71468,13,566,5,882397502
71585,13,262,4,881514876
71604,13,393,3,882141617
71633,13,127,5,881515411
71699,13,474,4,881515112
71925,13,322,3,882140792
72155,13,78,1,882399218
72191,13,691,4,889316404
72877,13,424,1,882397068
72953,13,184,1,882397011
73107,13,174,4,882139829
73417,13,619,3,886952245
73569,13,774,1,882396913
73749,13,49,4,882399419
74241,13,916,4,892870589
74280,13,235,2,882141841
74547,13,826,5,882398385
74924,13,175,4,882139717
75016,13,165,3,881515295
75204,13,749,3,881515521
75823,13,765,2,886303934
76123,13,132,4,882140002
76382,13,819,1,882141924
77225,13,799,4,882139937
77507,13,767,1,882397011
78064,13,779,3,882398255
78183,13,810,5,882398076
78323,13,438,1,882397068
78527,13,209,3,882141306
78598,13,187,5,882140205
78710,13,143,1,882140205
79154,13,504,5,881515011
79209,13,647,5,882140206
79529,13,863,4,882140487
80230,13,445,4,882139774
80466,13,549,4,882399357
80679,13,811,5,882139829
81902,13,242,2,881515193
81959,13,905,2,886302261
82012,13,176,3,882140455
82368,13,590,2,882397068
82999,13,362,4,890704999
83048,13,798,2,882397974
83495,13,837,4,882139717
84691,13,60,4,884538767
85333,13,825,1,882397651
86056,13,899,1,892015288
86264,13,28,5,882398814
86453,13,671,3,882396790
86459,13,358,3,881515521
86789,13,841,1,882398076
86883,13,803,3,882398255
87515,13,280,4,882399528
87989,13,522,5,882140425
90035,13,336,2,882140848
90125,13,813,1,882139863
90192,13,882,3,886952438
90960,13,778,3,886302694
91223,13,515,2,881515193
91258,13,9,3,882140205
91690,13,218,1,882396869
91921,13,870,3,882397271
92612,13,135,5,882139541
92915,13,756,2,886302858
92935,13,8,4,882140001
92945,13,285,5,882139937
92987,13,260,1,882140848
93451,13,525,5,882140624
93591,13,793,5,882141841
93902,13,116,5,882140455
