,userId,movieId,rating,timestamp
17,194,274,2,879539794
19,234,1184,2,892079237
27,102,768,2,883748450
42,201,979,2,884114233
62,201,219,4,884112673
74,194,165,4,879546723
78,293,5,3,888906576
103,293,685,3,888905170
125,194,385,2,879524643
133,293,471,3,888904884
142,194,1211,2,879551380
153,269,504,4,891449922
155,194,466,4,879525876
165,49,559,2,888067405
197,293,1267,3,888906966
225,194,181,3,879521396
230,269,127,4,891446165
238,194,1028,2,879541148
259,194,54,3,879525876
274,234,141,3,892334609
282,201,146,1,884140579
284,269,367,3,891450023
303,201,695,1,884140115
308,201,767,4,884114505
383,49,959,2,888068912
393,194,66,3,879527264
394,234,206,4,892334543
397,269,522,5,891447773
405,234,612,3,892079140
408,269,845,1,891456255
410,234,1451,3,892078343
413,102,823,3,888801465
434,293,135,5,888905550
450,201,649,3,884114275
467,269,217,2,891451610
471,201,960,2,884112077
484,293,770,3,888906655
493,269,246,5,891457067
539,234,187,4,892079140
542,293,249,3,888905229
556,234,448,3,892335501
591,269,198,4,891447062
595,269,22,1,891448072
598,269,507,4,891448800
611,269,234,1,891449406
651,234,1462,3,892333865
655,269,705,2,891448850
693,234,626,4,892336358
702,49,302,4,888065432
706,234,318,4,892078890
721,234,10,3,891227851
729,201,272,3,886013700
734,201,1100,4,884112800
738,293,423,3,888906070
759,234,81,3,892334680
769,102,70,3,888803537
776,49,1003,2,888068651
794,234,487,3,892079237
800,194,172,3,879521474
830,194,23,4,879522819
847,194,152,3,879549996
880,102,515,1,888801316
902,201,203,5,884114471
934,234,632,2,892079538
985,201,518,4,884112201
995,194,77,3,879527421
1014,269,252,1,891456350
1045,234,241,2,892335042
1047,293,137,3,888904653
1048,201,432,3,884111312
1076,293,380,2,888907527
1078,194,187,4,879520813
1101,102,524,3,888803537
1104,49,995,3,888065577
1125,293,708,3,888907527
1130,201,148,1,884140751
1165,293,325,2,888904353
1178,194,212,1,879524216
1206,234,147,3,892335372
1226,234,98,4,892078567
1227,194,239,3,879522917
1253,49,68,1,888069513
1267,194,191,4,879521856
1322,234,228,3,892079190
1337,293,166,3,888905520
1369,194,160,2,879551380
1401,201,209,3,884112801
1418,234,648,3,892826760
1421,234,1397,4,892334976
1489,293,412,1,888905377
